,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
11454,Delhi,2018-05-10,93.45,215.34,28.94,52.15,68.21,53.84,2.41,12.02,57.78,2.3,4.57,0.0,218.0,Poor
11455,Delhi,2018-05-11,132.39,315.8,35.51,65.41,75.54,51.67,2.73,16.58,65.24,4.4,5.38,0.0,292.0,Poor
11456,Delhi,2018-05-12,144.33,353.5,45.32,74.13,88.45,65.63,3.2,17.75,67.9,4.15,5.23,0.0,330.0,Very Poor
11457,Delhi,2018-05-13,80.64,236.35,17.22,31.22,44.1,59.34,2.1,11.48,67.88,1.31,2.15,0.0,285.0,Poor
11458,Delhi,2018-05-14,49.22,137.39,13.4,40.3,41.85,46.61,2.05,11.3,56.2,1.07,2.34,0.0,174.0,Moderate
11459,Delhi,2018-05-15,67.23,177.03,13.34,39.81,43.92,49.62,1.91,11.9,62.52,1.85,3.06,0.0,173.0,Moderate
11460,Delhi,2018-05-16,78.74,221.21,16.47,41.79,45.65,43.11,1.11,9.25,54.41,2.59,3.61,0.0,194.0,Moderate
11461,Delhi,2018-05-17,105.99,288.92,17.3,44.14,44.55,45.08,0.85,13.61,70.39,1.84,3.94,0.0,240.0,Poor
11462,Delhi,2018-05-18,96.96,241.99,27.74,53.88,63.16,54.12,1.07,13.97,58.67,3.02,5.04,0.0,254.0,Poor
11463,Delhi,2018-05-19,103.98,284.44,49.67,65.52,81.75,55.99,1.46,12.48,57.66,5.23,6.98,0.0,270.0,Poor
11464,Delhi,2018-05-20,83.66,228.61,20.35,45.88,50.04,45.4,1.08,12.65,55.77,2.72,5.24,0.0,231.0,Poor
11465,Delhi,2018-05-21,71.25,209.67,14.16,42.68,48.33,41.07,0.91,12.73,60.27,3.04,5.34,0.0,208.0,Poor
11466,Delhi,2018-05-22,91.16,243.14,28.41,59.07,60.5,40.31,1.17,15.56,59.41,3.53,6.23,0.0,207.0,Poor
11467,Delhi,2018-05-23,129.23,324.0,53.83,77.28,86.18,46.95,1.66,17.57,59.46,5.79,9.66,0.0,306.0,Very Poor
11468,Delhi,2018-05-24,114.13,298.07,37.09,57.51,67.13,51.03,1.34,17.78,53.43,3.1,6.97,0.0,303.0,Very Poor
11469,Delhi,2018-05-25,83.88,249.82,42.75,59.34,63.04,36.45,1.31,12.73,48.95,4.03,6.57,0.0,260.0,Poor
11470,Delhi,2018-05-26,103.02,263.49,41.7,64.88,61.71,37.33,1.47,14.9,49.85,4.77,6.65,0.0,244.0,Poor
11471,Delhi,2018-05-27,97.37,314.96,31.92,58.31,57.05,35.05,1.1,11.59,56.75,3.73,4.64,0.0,268.0,Poor
11472,Delhi,2018-05-28,117.56,290.96,29.36,54.01,57.51,48.36,1.33,15.54,59.11,2.77,5.02,0.0,276.0,Poor
11473,Delhi,2018-05-29,112.6,312.18,41.22,60.34,66.84,51.9,1.4,11.93,59.1,3.88,5.4,0.0,303.0,Very Poor
11474,Delhi,2018-05-30,65.76,295.94,13.19,33.21,42.64,54.38,0.95,8.58,59.9,1.2,1.85,0.0,272.0,Poor
11475,Delhi,2018-05-31,71.99,235.22,14.54,40.76,44.17,50.49,1.0,9.71,50.6,1.88,3.53,0.0,223.0,Poor
11476,Delhi,2018-06-01,79.98,233.97,8.65,30.14,33.87,48.38,0.81,8.24,58.87,1.48,3.18,0.0,196.0,Moderate
11477,Delhi,2018-06-02,52.6,154.66,12.65,29.28,35.13,41.24,0.98,9.08,60.12,1.51,3.67,0.0,183.0,Moderate
11478,Delhi,2018-06-03,59.52,140.21,16.93,31.51,43.09,43.82,0.84,7.79,57.87,1.32,3.37,0.0,154.0,Moderate
11479,Delhi,2018-06-04,64.42,179.31,14.32,30.68,38.57,49.08,0.81,8.14,57.03,2.13,3.41,0.0,170.0,Moderate
11480,Delhi,2018-06-05,61.72,152.57,9.58,27.67,32.62,43.21,0.82,7.51,48.46,2.52,4.69,0.0,160.0,Moderate
11481,Delhi,2018-06-06,57.68,159.45,8.99,31.11,33.05,39.58,0.88,9.34,48.47,2.71,6.46,0.0,146.0,Moderate
11482,Delhi,2018-06-07,73.77,165.33,10.21,33.8,37.99,40.17,0.96,10.1,60.18,4.76,6.4,0.0,166.0,Moderate
11483,Delhi,2018-06-08,76.78,196.34,9.8,31.27,36.1,46.72,0.95,7.75,54.22,2.56,4.55,0.0,180.0,Moderate
11484,Delhi,2018-06-09,52.79,136.75,10.94,27.39,36.36,40.4,0.9,6.41,41.95,2.72,4.57,0.0,153.0,Moderate
11485,Delhi,2018-06-10,67.02,141.09,16.94,34.23,38.52,49.24,0.93,7.35,45.16,2.67,7.04,0.0,153.0,Moderate
11486,Delhi,2018-06-11,73.22,218.14,11.9,34.85,35.75,48.15,0.9,6.94,46.66,2.57,5.41,0.0,186.0,Moderate
11487,Delhi,2018-06-12,141.28,497.9,11.06,31.72,34.01,40.05,0.87,8.73,37.85,2.26,6.1,0.0,285.0,Poor
11488,Delhi,2018-06-13,261.77,743.98,11.58,25.75,30.62,32.58,0.77,6.91,27.45,2.33,4.31,0.0,453.0,Severe
11489,Delhi,2018-06-14,225.49,761.91,11.75,25.37,29.01,27.3,0.72,7.22,43.38,2.25,9.35,0.0,522.0,Severe
11490,Delhi,2018-06-15,153.28,613.34,12.05,24.61,29.31,26.27,0.7,7.31,40.15,2.98,10.64,0.0,593.0,Severe
11491,Delhi,2018-06-16,127.32,516.85,10.15,25.0,29.76,28.12,0.68,7.29,45.76,3.36,5.58,0.0,531.0,Severe
11492,Delhi,2018-06-17,84.47,289.18,8.45,22.78,27.88,27.53,0.68,6.18,44.56,2.78,6.3,0.0,384.0,Very Poor
11493,Delhi,2018-06-18,61.06,166.71,11.44,26.68,31.17,33.27,0.77,7.71,46.41,2.82,8.24,0.0,179.0,Moderate
11494,Delhi,2018-06-19,52.76,152.06,10.85,26.52,29.02,31.25,0.68,6.5,53.39,3.73,8.34,0.03,146.0,Moderate
11495,Delhi,2018-06-20,67.55,201.22,13.82,33.71,37.25,36.03,0.77,10.05,60.2,4.51,10.83,0.0,175.0,Moderate
11496,Delhi,2018-06-21,76.98,273.16,11.17,34.82,35.93,38.44,0.75,9.73,66.75,3.89,11.19,0.0,221.0,Poor
11497,Delhi,2018-06-22,83.98,247.55,23.62,45.06,53.22,44.46,0.99,12.38,64.38,4.69,13.08,21.62,249.0,Poor
11498,Delhi,2018-06-23,81.33,242.29,17.78,44.23,49.29,44.27,0.96,11.68,66.18,4.26,13.63,18.61,228.0,Poor
11499,Delhi,2018-06-24,54.15,163.89,10.39,34.98,37.1,34.64,0.77,13.73,59.17,2.66,10.24,7.98,194.0,Moderate
11500,Delhi,2018-06-25,46.9,155.61,10.81,34.92,31.12,32.64,0.74,12.17,39.06,1.93,11.0,2.05,168.0,Moderate
11501,Delhi,2018-06-26,29.98,92.12,8.89,34.16,26.14,35.67,0.72,13.16,33.09,1.81,17.81,0.76,128.0,Moderate
11502,Delhi,2018-06-27,52.48,111.4,9.03,31.0,25.96,44.57,0.84,10.43,44.04,2.24,22.29,1.31,126.0,Moderate
11503,Delhi,2018-06-28,30.07,71.42,8.68,29.01,23.9,44.84,0.76,8.48,33.17,1.65,18.35,0.44,99.0,Satisfactory
11504,Delhi,2018-06-29,37.11,84.12,10.99,30.43,26.78,42.44,0.87,9.36,31.43,2.22,17.18,1.01,90.0,Satisfactory
11505,Delhi,2018-06-30,41.41,103.75,10.42,32.89,28.23,40.71,0.91,9.55,31.21,2.3,21.04,1.02,113.0,Moderate
11506,Delhi,2018-07-01,34.18,97.81,10.82,28.46,26.45,44.47,0.78,8.53,28.09,1.56,20.66,1.0,102.0,Moderate
11507,Delhi,2018-07-02,34.24,122.23,7.87,25.74,22.61,36.17,0.65,8.82,33.79,0.98,15.01,0.37,111.0,Moderate
11508,Delhi,2018-07-03,44.55,109.65,11.74,37.27,32.19,38.7,0.86,10.11,39.78,1.82,21.86,1.98,122.0,Moderate
11509,Delhi,2018-07-04,45.76,113.75,8.01,31.17,25.67,37.0,0.78,10.14,45.71,1.88,22.27,5.74,128.0,Moderate
11510,Delhi,2018-07-05,50.41,133.6,13.52,38.05,33.66,38.45,0.95,11.14,41.14,2.57,32.38,14.04,130.0,Moderate
11511,Delhi,2018-07-06,57.12,163.19,16.15,36.71,35.28,48.7,0.94,10.27,40.01,2.31,31.73,3.26,147.0,Moderate
11512,Delhi,2018-07-07,61.93,158.13,8.99,34.43,28.17,51.84,0.9,10.4,53.82,2.06,24.89,2.46,155.0,Moderate
11513,Delhi,2018-07-08,68.2,179.05,14.86,39.85,35.86,57.11,0.98,11.6,65.27,2.31,30.07,2.62,176.0,Moderate
11514,Delhi,2018-07-09,70.48,169.96,9.06,35.14,28.69,55.38,0.93,11.0,54.8,1.66,20.19,1.01,168.0,Moderate
11515,Delhi,2018-07-10,47.48,112.45,7.74,28.19,24.09,47.18,0.81,10.92,43.89,1.07,17.31,0.24,140.0,Moderate
11516,Delhi,2018-07-11,39.78,102.39,8.76,31.82,26.63,39.31,0.84,11.26,34.6,1.49,21.21,0.39,111.0,Moderate
11517,Delhi,2018-07-12,46.53,127.08,10.21,34.22,28.48,35.01,0.76,10.92,45.16,1.49,21.79,1.1,130.0,Moderate
11518,Delhi,2018-07-13,28.44,61.6,12.27,31.94,29.09,33.49,0.88,10.69,26.96,1.55,24.0,0.99,109.0,Moderate
11519,Delhi,2018-07-14,33.82,70.35,13.24,31.63,31.3,34.11,0.84,11.13,29.2,1.81,29.69,1.03,96.0,Satisfactory
11520,Delhi,2018-07-15,37.76,78.42,8.28,28.9,25.51,32.08,0.78,10.64,28.01,1.19,21.78,0.41,92.0,Satisfactory
11521,Delhi,2018-07-16,37.32,83.03,13.87,33.31,32.44,36.19,0.96,9.51,23.59,1.61,31.33,1.3,95.0,Satisfactory
11522,Delhi,2018-07-17,34.26,84.78,11.89,30.73,28.81,41.85,0.87,10.2,31.96,1.53,28.84,0.85,105.0,Moderate
11523,Delhi,2018-07-18,37.76,97.11,12.45,29.45,28.39,46.23,0.82,11.04,32.43,1.48,25.94,0.83,114.0,Moderate
11524,Delhi,2018-07-19,35.04,83.54,10.58,27.41,25.71,41.74,0.8,11.14,31.96,1.31,22.7,0.47,106.0,Moderate
11525,Delhi,2018-07-20,37.26,80.33,12.22,33.46,30.45,38.54,0.89,10.4,24.18,1.87,30.82,0.91,90.0,Satisfactory
11526,Delhi,2018-07-21,50.21,95.93,17.99,36.48,37.03,43.54,0.97,11.2,32.23,2.32,32.24,0.88,114.0,Moderate
11527,Delhi,2018-07-22,25.81,47.63,12.14,27.55,27.12,37.26,0.83,9.85,24.91,1.28,23.18,0.63,87.0,Satisfactory
11528,Delhi,2018-07-23,32.39,69.73,14.28,28.74,29.43,39.3,0.81,10.43,26.11,1.39,23.1,0.48,80.0,Satisfactory
11529,Delhi,2018-07-24,39.3,94.8,12.18,29.15,26.72,40.08,0.83,10.78,34.46,1.5,24.69,0.45,101.0,Moderate
11530,Delhi,2018-07-25,34.7,80.13,15.59,27.58,28.48,39.46,0.81,9.99,21.39,1.18,26.71,0.56,90.0,Satisfactory
11531,Delhi,2018-07-26,32.22,57.98,16.81,25.1,28.9,38.33,0.89,9.27,18.6,1.26,25.4,0.6,90.0,Satisfactory
11532,Delhi,2018-07-27,21.75,35.79,14.04,23.41,25.77,33.02,0.91,9.13,19.82,1.46,30.17,0.54,68.0,Satisfactory
11533,Delhi,2018-07-28,37.69,67.2,13.43,21.59,24.43,29.08,0.73,9.55,24.11,1.36,22.84,0.45,71.0,Satisfactory
11534,Delhi,2018-07-29,44.03,116.89,18.34,25.02,30.46,36.7,0.74,9.37,26.19,1.24,22.57,0.44,100.0,Satisfactory
11535,Delhi,2018-07-30,39.89,122.86,15.98,25.06,28.28,42.39,0.8,8.96,28.09,1.08,22.42,0.29,122.0,Moderate
11536,Delhi,2018-07-31,50.59,165.4,15.59,28.84,30.1,41.94,0.91,9.12,27.81,1.28,24.33,0.57,135.0,Moderate
11537,Delhi,2018-08-01,55.77,195.09,19.92,26.14,32.34,38.58,0.94,9.71,29.94,1.38,22.32,0.28,155.0,Moderate
11538,Delhi,2018-08-02,71.5,268.29,20.56,25.2,32.61,36.33,0.86,10.22,29.3,1.47,23.26,0.31,215.0,Poor
11539,Delhi,2018-08-03,65.46,248.8,19.1,26.08,31.73,34.43,0.78,9.48,28.1,1.4,20.79,0.21,228.0,Poor
11540,Delhi,2018-08-04,69.75,264.97,19.25,28.77,32.96,33.4,0.76,9.61,29.61,1.23,22.81,0.33,215.0,Poor
11541,Delhi,2018-08-05,63.57,246.89,17.71,24.82,29.73,33.84,0.71,9.86,25.4,1.08,17.19,0.4,234.0,Poor
11542,Delhi,2018-08-06,50.64,131.76,19.28,26.59,32.23,45.36,0.9,9.4,27.42,1.44,22.79,0.49,166.0,Moderate
11543,Delhi,2018-08-07,44.54,110.19,18.64,26.15,31.04,40.11,0.98,10.65,32.06,1.55,24.7,0.59,123.0,Moderate
11544,Delhi,2018-08-08,36.7,76.04,19.04,25.24,30.33,38.57,1.02,9.47,31.12,1.55,23.23,0.58,108.0,Moderate
11545,Delhi,2018-08-09,36.84,91.15,17.18,24.98,29.1,38.58,0.89,9.85,34.11,1.37,21.43,0.47,102.0,Moderate
11546,Delhi,2018-08-10,46.24,115.63,27.59,34.82,42.63,40.95,1.11,9.66,31.83,1.81,28.91,0.33,111.0,Moderate
11547,Delhi,2018-08-11,32.72,98.26,18.61,24.06,28.8,36.5,0.7,8.84,27.66,1.28,22.4,0.27,106.0,Moderate
11548,Delhi,2018-08-12,25.7,83.58,14.86,23.5,25.93,30.55,0.66,9.09,23.92,0.97,20.03,0.1,92.0,Satisfactory
11549,Delhi,2018-08-13,32.75,106.03,16.15,25.04,28.15,34.65,0.84,9.26,27.7,1.11,23.38,0.09,102.0,Moderate
11550,Delhi,2018-08-14,46.85,126.7,14.03,29.49,30.34,39.38,1.09,9.86,32.47,1.57,31.99,0.19,122.0,Moderate
11551,Delhi,2018-08-15,43.0,117.21,9.88,23.72,22.86,37.96,0.84,8.85,34.04,1.41,30.1,0.07,128.0,Moderate
11552,Delhi,2018-08-16,36.49,88.06,18.67,29.32,33.72,40.19,1.21,10.43,31.87,1.88,38.17,0.11,109.0,Moderate
11553,Delhi,2018-08-17,32.98,80.82,18.25,24.58,30.72,37.68,0.98,9.26,30.62,1.88,35.61,0.23,109.0,Moderate
11554,Delhi,2018-08-18,32.11,77.4,12.87,26.17,26.14,32.83,0.88,10.05,30.9,1.61,31.04,0.05,90.0,Satisfactory
11555,Delhi,2018-08-19,47.01,96.0,18.92,31.85,33.12,31.46,1.07,11.4,32.1,1.63,32.28,0.03,100.0,Satisfactory
11556,Delhi,2018-08-20,61.1,125.39,23.17,32.54,37.99,38.4,1.18,10.88,39.36,1.66,30.16,0.12,138.0,Moderate
11557,Delhi,2018-08-21,30.98,77.56,11.76,27.85,26.25,32.36,1.02,11.99,31.02,1.09,20.9,0.09,105.0,Moderate
11558,Delhi,2018-08-22,29.75,74.91,14.93,28.18,28.73,28.58,0.9,11.43,25.33,1.23,25.98,0.05,91.0,Satisfactory
11559,Delhi,2018-08-23,31.19,73.3,15.41,24.72,27.95,32.42,0.82,10.82,18.25,1.16,25.82,0.04,86.0,Satisfactory
11560,Delhi,2018-08-24,23.71,88.0,17.54,24.6,29.81,28.45,0.8,10.4,19.29,1.15,27.47,0.16,89.0,Satisfactory
11561,Delhi,2018-08-25,21.96,82.69,14.99,22.78,26.16,25.87,0.68,10.9,20.69,1.19,26.57,0.03,100.0,Satisfactory
11562,Delhi,2018-08-26,23.96,77.21,9.89,19.92,20.16,24.13,0.6,10.31,24.77,0.96,20.49,0.08,85.0,Satisfactory
11563,Delhi,2018-08-27,24.78,56.62,10.67,23.6,23.07,26.04,0.78,10.82,26.5,1.31,23.78,0.07,82.0,Satisfactory
11564,Delhi,2018-08-28,29.26,58.76,14.65,25.52,27.65,27.99,0.85,10.84,21.91,1.53,28.19,0.09,81.0,Satisfactory
11565,Delhi,2018-08-29,36.06,65.58,15.31,26.12,27.86,29.36,0.9,10.23,21.53,1.6,28.23,0.08,88.0,Satisfactory
11566,Delhi,2018-08-30,41.26,95.47,21.4,28.28,34.45,29.82,0.95,9.97,27.06,1.78,30.81,0.2,97.0,Satisfactory
11567,Delhi,2018-08-31,47.53,152.29,13.54,25.96,26.93,28.79,0.82,9.67,23.57,1.47,29.67,0.12,127.0,Moderate
11568,Delhi,2018-09-01,45.19,110.35,19.47,28.51,31.54,31.04,1.02,10.53,19.58,2.24,34.3,0.04,132.0,Moderate
11569,Delhi,2018-09-02,40.9,80.4,20.91,23.44,29.51,31.34,0.87,9.81,23.36,1.95,33.74,0.15,116.0,Moderate
11570,Delhi,2018-09-03,42.06,72.38,17.6,27.63,30.0,30.05,1.06,9.96,26.15,2.11,29.86,0.79,89.0,Satisfactory
11571,Delhi,2018-09-04,55.72,105.56,34.09,35.94,49.8,32.41,1.29,10.8,26.55,2.89,37.58,0.13,118.0,Moderate
11572,Delhi,2018-09-05,39.77,101.8,21.85,30.63,37.55,29.56,1.04,9.62,20.64,2.12,31.65,0.08,108.0,Moderate
11573,Delhi,2018-09-06,49.44,138.52,28.45,30.88,43.56,30.78,0.96,10.13,26.24,2.19,29.94,0.03,137.0,Moderate
11574,Delhi,2018-09-07,42.11,87.03,30.95,37.91,49.1,32.06,1.1,10.75,28.23,2.51,36.86,0.28,117.0,Moderate
11575,Delhi,2018-09-08,35.45,72.63,17.48,26.65,31.93,28.17,0.84,11.38,23.65,1.84,28.88,0.06,105.0,Moderate
11576,Delhi,2018-09-09,29.1,56.92,10.53,23.58,24.12,24.71,0.72,10.98,26.36,1.05,17.3,0.14,86.0,Satisfactory
11577,Delhi,2018-09-10,36.99,83.98,15.56,29.61,30.96,24.26,0.88,11.21,29.46,1.29,20.47,0.23,92.0,Satisfactory
11578,Delhi,2018-09-11,28.33,78.11,19.0,26.0,32.0,23.37,0.78,9.77,23.21,1.36,24.81,0.06,91.0,Satisfactory
11579,Delhi,2018-09-12,28.55,103.27,17.17,24.4,29.28,22.38,0.71,10.31,22.44,1.44,25.14,0.03,96.0,Satisfactory
11580,Delhi,2018-09-13,27.49,115.88,19.96,23.21,30.78,20.34,0.63,11.24,23.11,1.28,24.6,0.03,108.0,Moderate
11581,Delhi,2018-09-14,31.38,113.92,20.52,25.18,32.01,19.9,0.7,11.21,24.58,1.44,24.24,0.07,113.0,Moderate
11582,Delhi,2018-09-15,37.48,125.81,26.65,27.72,37.7,22.31,0.8,11.74,25.86,2.29,24.43,0.12,126.0,Moderate
11583,Delhi,2018-09-16,43.09,131.43,21.14,25.92,31.12,24.13,0.72,11.14,26.12,1.78,23.98,0.0,124.0,Moderate
11584,Delhi,2018-09-17,55.86,157.59,22.25,29.15,33.99,25.37,0.78,11.12,35.01,1.68,21.94,0.01,135.0,Moderate
11585,Delhi,2018-09-18,54.94,165.11,15.0,29.8,28.63,24.13,0.75,11.95,38.79,1.71,23.97,0.0,154.0,Moderate
11586,Delhi,2018-09-19,58.63,175.12,26.29,37.36,40.98,26.44,0.89,13.43,40.04,2.12,27.54,0.0,157.0,Moderate
11587,Delhi,2018-09-20,73.3,185.23,28.51,38.16,42.01,29.96,0.98,14.41,49.18,2.75,35.2,0.01,173.0,Moderate
11588,Delhi,2018-09-21,46.73,112.51,11.6,26.7,24.32,28.6,0.75,12.74,30.31,1.98,22.78,0.01,155.0,Moderate
11589,Delhi,2018-09-22,24.29,46.36,10.07,21.72,19.92,23.58,0.73,11.11,23.89,1.7,24.61,0.01,76.0,Satisfactory
11590,Delhi,2018-09-23,30.71,54.77,7.37,19.88,16.84,22.73,0.67,11.59,28.89,1.4,17.36,0.0,69.0,Satisfactory
11591,Delhi,2018-09-24,21.46,35.84,14.91,25.07,25.46,22.73,0.74,11.08,19.54,2.44,21.7,0.0,63.0,Satisfactory
11592,Delhi,2018-09-25,21.45,49.41,20.54,25.67,30.35,22.28,0.81,10.88,22.48,3.12,30.75,0.01,63.0,Satisfactory
11593,Delhi,2018-09-26,42.83,108.67,31.86,32.38,42.65,24.2,1.03,11.59,28.54,2.94,40.14,0.01,99.0,Satisfactory
11594,Delhi,2018-09-27,71.44,171.42,66.23,37.42,73.58,30.7,1.5,12.78,35.24,4.84,60.29,0.06,151.0,Moderate
11595,Delhi,2018-09-28,83.78,214.66,86.96,44.68,93.15,35.57,1.78,12.98,37.24,6.51,75.0,0.12,200.0,Moderate
11596,Delhi,2018-09-29,92.46,230.62,61.52,46.15,74.55,37.78,1.57,13.08,41.92,6.0,72.97,0.1,229.0,Poor
11597,Delhi,2018-09-30,69.49,155.26,20.83,34.52,35.4,31.15,1.0,12.38,35.54,2.9,34.63,0.03,176.0,Moderate
11598,Delhi,2018-10-01,65.78,177.08,30.83,40.86,47.61,31.58,1.13,12.7,38.52,3.29,45.58,0.04,148.0,Moderate
11599,Delhi,2018-10-02,76.03,185.21,31.9,36.68,46.51,35.08,1.11,12.25,35.8,3.8,47.19,0.04,186.0,Moderate
11600,Delhi,2018-10-03,63.37,177.17,39.9,42.57,56.37,31.83,1.13,13.36,36.72,3.74,45.68,0.32,160.0,Moderate
11601,Delhi,2018-10-04,97.4,235.14,40.37,48.01,59.34,37.79,1.34,14.42,45.63,4.97,56.91,1.1,206.0,Poor
11602,Delhi,2018-10-05,121.12,270.61,65.84,53.69,83.28,42.52,1.62,17.27,44.88,6.75,76.45,1.64,268.0,Poor
11603,Delhi,2018-10-06,78.87,199.37,44.04,44.71,61.88,36.24,1.23,13.42,32.93,4.74,50.77,0.83,237.0,Poor
11604,Delhi,2018-10-07,81.14,221.03,39.4,44.81,57.51,35.47,1.25,14.33,42.38,4.61,50.09,0.57,189.0,Moderate
11605,Delhi,2018-10-08,118.6,279.23,37.87,56.21,63.0,36.86,1.51,16.13,51.05,5.34,60.1,0.82,253.0,Poor
11606,Delhi,2018-10-09,103.26,263.89,31.79,54.24,56.31,37.85,1.59,19.67,52.46,5.33,51.48,0.73,269.0,Poor
11607,Delhi,2018-10-10,93.36,256.14,23.75,47.73,45.93,39.4,1.51,16.55,43.9,4.55,45.79,0.61,263.0,Poor
11608,Delhi,2018-10-11,70.42,208.39,14.93,37.74,33.12,33.16,1.02,14.54,37.04,3.1,35.5,0.41,219.0,Poor
11609,Delhi,2018-10-12,67.93,172.04,29.52,44.48,47.82,25.13,1.13,16.06,42.01,3.68,47.52,0.66,163.0,Moderate
11610,Delhi,2018-10-13,132.93,264.13,54.11,49.89,68.66,33.8,1.41,17.91,42.0,5.82,56.08,1.96,264.0,Poor
11611,Delhi,2018-10-14,91.88,217.12,36.38,47.34,53.99,30.33,1.3,16.07,40.16,4.23,41.27,1.1,237.0,Poor
11612,Delhi,2018-10-15,115.96,280.24,50.19,55.44,68.24,33.54,1.61,17.96,44.92,5.51,57.84,1.22,253.0,Poor
11613,Delhi,2018-10-16,139.18,342.5,84.92,64.18,100.51,43.63,2.2,19.19,54.38,7.92,78.45,3.04,309.0,Very Poor
11614,Delhi,2018-10-17,137.29,323.31,67.3,52.81,81.62,42.22,1.93,17.13,44.29,6.99,63.99,1.98,332.0,Very Poor
11615,Delhi,2018-10-18,143.2,337.98,100.87,57.64,112.6,48.05,2.47,18.46,44.65,8.83,83.91,3.63,330.0,Very Poor
11616,Delhi,2018-10-19,137.73,313.84,40.85,54.31,61.47,41.31,1.66,18.35,51.05,6.59,58.94,1.9,300.0,Poor
11617,Delhi,2018-10-20,168.87,328.13,37.49,54.04,59.64,37.9,1.55,19.82,47.64,5.99,54.68,1.57,344.0,Very Poor
11618,Delhi,2018-10-21,141.15,294.36,49.17,55.77,71.3,38.07,1.52,20.59,42.61,5.73,57.74,1.59,325.0,Very Poor
11619,Delhi,2018-10-22,121.65,274.68,49.3,55.49,71.09,36.59,1.55,17.74,41.32,5.75,49.87,1.88,296.0,Poor
11620,Delhi,2018-10-23,119.4,302.16,65.36,63.32,87.65,35.0,1.84,19.49,44.7,7.1,62.35,2.39,274.0,Poor
11621,Delhi,2018-10-24,174.04,384.46,103.62,77.72,129.52,44.37,2.52,20.95,56.09,10.68,100.96,4.26,354.0,Very Poor
11622,Delhi,2018-10-25,168.82,368.33,97.53,72.23,120.26,45.37,2.35,22.51,62.29,9.42,88.49,3.59,356.0,Very Poor
11623,Delhi,2018-10-26,203.12,396.01,114.02,74.04,133.52,48.25,2.72,20.76,53.02,10.6,94.71,4.01,394.0,Very Poor
11624,Delhi,2018-10-27,206.05,408.94,123.46,77.3,143.02,52.18,3.14,19.9,52.9,11.57,103.0,3.47,396.0,Very Poor
11625,Delhi,2018-10-28,205.0,375.23,81.11,57.66,100.04,47.85,2.45,15.62,52.78,8.94,77.78,3.28,403.0,Severe
11626,Delhi,2018-10-29,231.83,427.06,84.12,62.22,104.22,48.43,2.67,16.66,53.2,9.06,74.48,3.04,397.0,Very Poor
11627,Delhi,2018-10-30,263.39,459.45,98.5,70.46,119.07,52.74,2.9,17.62,50.55,10.08,90.31,3.69,456.0,Severe
11628,Delhi,2018-10-31,225.17,405.94,99.9,68.02,122.87,55.85,2.91,18.11,47.05,9.95,92.3,3.41,422.0,Severe
11629,Delhi,2018-11-01,236.67,416.97,106.68,71.63,133.14,58.01,2.97,20.12,45.98,10.79,94.12,3.76,433.0,Severe
11630,Delhi,2018-11-02,205.44,373.61,57.41,65.98,86.56,51.21,1.99,19.65,46.13,7.93,64.64,2.6,391.0,Very Poor
11631,Delhi,2018-11-03,159.56,298.85,21.22,47.39,45.59,48.63,1.43,17.1,45.43,4.98,35.39,0.89,353.0,Very Poor
11632,Delhi,2018-11-04,97.27,179.85,14.18,34.18,30.79,36.62,1.0,15.01,51.96,2.56,19.99,0.31,238.0,Poor
11633,Delhi,2018-11-05,361.98,500.01,26.22,48.25,48.8,44.82,1.88,14.63,45.0,5.5,34.14,0.91,424.0,Severe
11634,Delhi,2018-11-06,177.88,312.87,23.48,43.78,44.84,31.18,1.29,15.37,45.01,3.88,24.85,0.75,411.0,Severe
11635,Delhi,2018-11-07,175.43,300.54,30.57,45.14,52.43,30.5,1.44,19.39,51.22,4.15,20.77,0.44,317.0,Very Poor
11636,Delhi,2018-11-08,420.3,509.73,89.1,64.57,106.68,44.2,2.45,26.52,38.35,9.12,44.0,2.07,452.0,Severe
11637,Delhi,2018-11-09,300.91,440.76,89.45,68.25,109.68,49.84,2.65,17.41,47.94,9.12,55.65,2.96,487.0,Severe
11638,Delhi,2018-11-10,288.86,447.4,99.32,79.5,127.11,55.35,3.01,18.01,42.55,10.17,81.74,2.63,430.0,Severe
11639,Delhi,2018-11-11,256.68,425.12,91.92,70.55,113.81,55.03,2.89,16.2,51.68,9.37,71.1,3.79,454.0,Severe
11640,Delhi,2018-11-12,271.7,464.28,75.93,71.88,101.5,58.85,2.85,17.4,53.37,9.5,69.49,2.31,437.0,Severe
11641,Delhi,2018-11-13,265.06,441.43,85.28,74.72,111.18,62.24,2.74,18.72,37.8,9.65,74.6,3.26,454.0,Severe
11642,Delhi,2018-11-14,136.2,225.77,41.75,59.36,67.48,53.0,1.68,16.02,31.95,5.38,42.88,1.87,361.0,Very Poor
11643,Delhi,2018-11-15,98.53,175.95,29.85,47.83,51.99,49.76,1.29,15.03,32.95,4.17,39.67,1.54,251.0,Poor
11644,Delhi,2018-11-16,138.49,230.56,19.55,42.41,41.05,41.19,1.24,14.2,40.74,3.27,24.64,0.86,302.0,Very Poor
11645,Delhi,2018-11-17,135.21,255.42,38.85,51.93,61.7,40.93,1.6,14.37,36.97,4.06,32.22,1.72,292.0,Poor
11646,Delhi,2018-11-18,166.43,313.67,68.53,61.82,92.64,44.39,2.0,16.29,39.51,6.3,48.08,6.73,330.0,Very Poor
